NODE_CV;CV Serial Number;3;UNSIGNED;414220662
NODE_CV;Application Major Software Version;21;UNSIGNED;3
NODE_CV;Application Minor Software Version;22;UNSIGNED;8
NODE_CV;OD Major Version;27;UNSIGNED;3
NODE_CV;OD Minor Version;28;UNSIGNED;2
NODE_CV;VoiceCoil Dither Period;100;UNSIGNED;2500
NODE_CV;VoiceCoil Dither Amplitude;101;UNSIGNED;18
NODE_CV;VoiceCoil Dither Enable;102;UNSIGNED;1
NODE_CV;Output Warnings;103;UNSIGNED;1
NODE_CV;Output Informations;104;UNSIGNED;0
NODE_CV;Power Cycle;400;UNSIGNED;480
NODE_CV;Training Done;405;UNSIGNED;1514493267
NODE_CV;Airbleeding Done;406;UNSIGNED;1514493267
NODE_CV;Block Boundary Done;407;UNSIGNED;2780474028
NODE_CV;Coil Polarity Reversal Done;410;UNSIGNED;0
NODE_CV;CRC state;520;UNSIGNED;511
NODE_CV;Calibration Done;200;UNSIGNED;1
NODE_CV;Pressure Sensor 1 Offset;201;SIGNED;-27
NODE_CV;Pressure Sensor 1 Gain;202;UNSIGNED;723
NODE_CV;Pressure Sensor 2 Offset;203;SIGNED;-742
NODE_CV;Pressure Sensor 2 Gain;204;UNSIGNED;695
NODE_CV;Pressure Sensor 3 Offset;205;SIGNED;1333
NODE_CV;Pressure Sensor 3 Gain;206;UNSIGNED;734
NODE_CV;Position Sensor Offset;209;SIGNED;0
NODE_CV;Position Sensor Gain;210;UNSIGNED;1024
NODE_CV;Oil Temperature Offset;211;SIGNED;0
NODE_CV;Oil Temperature Gain;212;UNSIGNED;1030
NODE_CV;PCB Temperature Offset;207;SIGNED;0
NODE_CV;PCB Temperature Gain;208;UNSIGNED;1032
NODE_CV;Position Sensor  NewCore Supply;231;FLOAT;1.77975
NODE_CV;Position Sensor  NewCore Tank;232;FLOAT;1.702125
NODE_CV;Position Sensor  CalCore Supply;233;FLOAT;1.77975
NODE_CV;Position Sensor  CalCore Tank;234;FLOAT;1.702125
NODE_CV;Position Sensor  Transition Supply;235;FLOAT;5.106
NODE_CV;Position Sensor  Transition Tank;236;FLOAT;-2.7448
NODE_CV;Position Sensor  Coeff Supply a0;237;FLOAT;-0.5916744
NODE_CV;Position Sensor  Coeff Supply a1;238;FLOAT;0.6926894
NODE_CV;Position Sensor  Coeff Supply a2;239;FLOAT;-0.0348414965
NODE_CV;Position Sensor  Coeff Supply a3;240;FLOAT;0.003471564
NODE_CV;Position Sensor  Coeff Mid a0;241;FLOAT;-0.440766722
NODE_CV;Position Sensor  Coeff Mid a1;242;FLOAT;0.561201
NODE_CV;Position Sensor  Coeff Mid a2;243;FLOAT;-0.000702844642
NODE_CV;Position Sensor  Coeff Mid a3;244;FLOAT;0.0006953821
NODE_CV;Position Sensor  Coeff Tank a0;245;FLOAT;-0.40294832
NODE_CV;Position Sensor  Coeff Tank a1;246;FLOAT;0.5956145
NODE_CV;Position Sensor  Coeff Tank a2;247;FLOAT;0.00931335
NODE_CV;Position Sensor  Coeff Tank a3;248;FLOAT;0.00160554785
NODE_CV;Errorlog Position;300;UNSIGNED;5
NODE_CV;Errorlog Entry 1;301;UNSIGNED;6750618
NODE_CV;Errorlog Entry 2;302;UNSIGNED;34537905
NODE_CV;Errorlog Entry 3;303;UNSIGNED;34537912
NODE_CV;Errorlog Entry 4;304;UNSIGNED;34537934
NODE_CV;Errorlog Entry 5;305;UNSIGNED;34537945
NODE_CV;Errorlog Entry 6;306;UNSIGNED;34537818
NODE_CV;Errorlog Entry 7;307;UNSIGNED;34537819
NODE_CV;Errorlog Entry 8;308;UNSIGNED;34537820
NODE_CV;Errorlog Entry 9;309;UNSIGNED;34537825
NODE_CV;Errorlog Entry 10;310;UNSIGNED;34537826
NODE_CV;Errorlog Entry 11;311;UNSIGNED;34537828
NODE_CV;Errorlog Entry 12;312;UNSIGNED;34537829
NODE_CV;Errorlog Entry 13;313;UNSIGNED;34537830
NODE_CV;Errorlog Entry 14;314;UNSIGNED;34537830
NODE_CV;Errorlog Entry 15;315;UNSIGNED;34537863
NODE_CV;Errorlog Entry 16;316;UNSIGNED;34537864
NODE_CV;Errorlog Entry 17;317;UNSIGNED;34537864
NODE_CV;Errorlog Entry 18;318;UNSIGNED;34537864
NODE_CV;Errorlog Entry 19;319;UNSIGNED;34537864
NODE_CV;Errorlog Entry 20;320;UNSIGNED;34537869
NODE_CV;PCB Temperature Sensor;509;SIGNED;73
NODE_CV;Oil Temperature;510;SIGNED;62
NODE_CV;Stimulus 1;513;SIGNED;0
NODE_CV;Stimulus 2;514;SIGNED;0
NODE_CV;Raw Oil Temperature;537;UNSIGNED;7382
NODE_CV;Raw PCB Temperature;538;UNSIGNED;7616
NODE_CV;CV Load Sense Margin;608;SIGNED;1000
NODE_CV;Maximum Supply Pressure;609;SIGNED;20700
NODE_CV;Minimum Supply Pressure;610;SIGNED;1500
NODE_CV;Oil Type;901;UNSIGNED;3
NODE_CV;Increasing Pressure ROC Limit;611;SIGNED;15000
NODE_CV;Decreasing Pressure ROC Limit;612;SIGNED;-1
NODE_CV;Pressure trajectory bandwidth;964;SIGNED;5000
NODE_CV;Loadsense Line Volume;613;SIGNED;48
NODE_CV;Position Chirp Offset;950;SIGNED;0
NODE_CV;Position Chirp Amplitude;951;SIGNED;0
NODE_CV;PWM Offset;952;SIGNED;497
NODE_CV;Low Pressure Endstop;953;SIGNED;-4727
NODE_CV;High Pressure Endstop;954;SIGNED;1058
NODE_CV;Kd gain;955;SIGNED;40
NODE_CV;Kp gain;956;SIGNED;25
NODE_CV;Ki gain;957;SIGNED;12
NODE_CV;Kff gain;958;SIGNED;15000
NODE_CV;Ka gain;959;SIGNED;15
NODE_CV;Kd filter;960;SIGNED;18600
NODE_CV;Feedback Controller Gain;961;SIGNED;300
NODE_CV;Trained return velocities;614;SIGNED;545433664
NODE_CV;Trained away1 velocities;615;SIGNED;137541041
NODE_CV;Trained away2 velocity;616;SIGNED;801
NODE_CV;filter on pos demand;617;SIGNED;20000
NODE_CV;Pressure sensor feedback switch;902;UNSIGNED;0
NODE_CV;Enable estimated supply feedback;903;UNSIGNED;1
NODE_CV;Outer Loop Kp gain;962;SIGNED;0
NODE_CV;Outer Loop Ki gain;963;SIGNED;350
NODE_CV;Outer Loop integrator lower limit;618;SIGNED;0
NODE_CV;Outer Loop integrator limit above trained margin;649;SIGNED;0
NODE_CV;Inner Loop Ki gain;965;SIGNED;160
NODE_CV;Inner Loop Kp gain;966;SIGNED;360
NODE_CV;Inner Loop feedforward gain;967;SIGNED;200
NODE_CV;Inner Loop integrator limit;904;UNSIGNED;2000
NODE_CV;Low margin integrator cutoff;905;UNSIGNED;43
NODE_CV;High margin integrator cutoff;906;UNSIGNED;256
NODE_CV;Leadlag coefficient B0;619;SIGNED;8079
NODE_CV;Leadlag coefficient B1;620;SIGNED;-7854
NODE_CV;Leadlag coefficient A1;621;SIGNED;-3871
NODE_CV;Gain scale at minimum pressure;968;SIGNED;70
NODE_CV;Gain scale at 50 bar;969;SIGNED;100
NODE_CV;Gain scale at 100 bar;970;SIGNED;100
NODE_CV;Gain scale at 150 bar;971;SIGNED;100
NODE_CV;Gain scale at 200 bar;972;SIGNED;100
NODE_CV;Gain scale at 250 bar;973;SIGNED;100
NODE_CV;Pressure chirp offset;907;UNSIGNED;0
NODE_CV;Pressure chirp gain;908;UNSIGNED;0
NODE_CV;Temp LUT point 1;974;SIGNED;-20
NODE_CV;Temp LUT point 2;975;SIGNED;0
NODE_CV;Temp LUT point 3;976;SIGNED;20
NODE_CV;Temp LUT point 4;977;SIGNED;40
NODE_CV;Temp gain scale 1;978;SIGNED;50
NODE_CV;Temp gain scale 2;979;SIGNED;90
NODE_CV;Temp gain scale 3;980;SIGNED;100
NODE_CV;Temp gain scale 4;981;SIGNED;100
NODE_CV;Temp ROC scale 1;982;SIGNED;30
NODE_CV;Temp ROC scale 2;983;SIGNED;50
NODE_CV;Temp ROC scale 3;984;SIGNED;70
NODE_CV;Temp ROC scale 4;985;SIGNED;100
NODE_CV;Temp bandwidth scale 1;986;SIGNED;70
NODE_CV;Temp bandwidth scale 2;987;SIGNED;90
NODE_CV;Temp bandwidth scale 3;988;SIGNED;100
NODE_CV;Temp bandwidth scale 4;989;SIGNED;100
NODE_CV;Tranied position 1;990;SIGNED;-3294
NODE_CV;Tranied position 2;991;SIGNED;-1458
NODE_CV;Tranied position 3;992;SIGNED;-1273
NODE_CV;Tranied position 4;993;SIGNED;-1204
NODE_CV;Tranied position 5;994;SIGNED;-1125
NODE_CV;Trained error 1;995;SIGNED;1375
NODE_CV;Trained error 2;996;SIGNED;1249
NODE_CV;Trained error 3;997;SIGNED;1291
NODE_CV;Trained error 4;998;SIGNED;1269
NODE_CV;Trained error 5;999;SIGNED;1243
NODE_CV;Trained margin 1;622;SIGNED;706
NODE_CV;Trained margin 2;623;SIGNED;698
NODE_CV;Trained margin 3;624;SIGNED;701
NODE_CV;Trained margin 4;625;SIGNED;699
NODE_CV;Trained margin 5;626;SIGNED;696
NODE_CV;Pressure Filter;627;SIGNED;14000
NODE_CV;Tank Pressure Filter;628;SIGNED;32000
NODE_CV;Fixed Displacement Supply Area;629;SIGNED;52000
NODE_CV;Training enable mask;909;UNSIGNED;0
NODE_CV;Airbleed PWM Frequency;910;UNSIGNED;30
NODE_CV;Airbleed PWM Amplitude;1000;SIGNED;850
NODE_CV;Airbleed Time;911;UNSIGNED;180
NODE_CV;Delay Train;912;UNSIGNED;1200
NODE_CV;Train Temperature;1001;SIGNED;50
NODE_CV;Kp Gain for Finding PWM Offset;1002;SIGNED;70
NODE_CV;Ki Gain for Finding PWM Offset;1003;SIGNED;100
NODE_CV;PWM Pos Error In;1004;SIGNED;10
NODE_CV;PWM Pos Error Out;1005;SIGNED;40
NODE_CV;Train Offset Position;1006;SIGNED;50
NODE_CV;Train Pressure 1;913;UNSIGNED;0
NODE_CV;Train Pressure 2;914;UNSIGNED;30
NODE_CV;Train Pressure 3;915;UNSIGNED;50
NODE_CV;Train Pressure 4;916;UNSIGNED;70
NODE_CV;Train Pressure 5;917;UNSIGNED;90
NODE_CV;Calculated position filter;1007;SIGNED;200
NODE_CV;Training settle time;918;UNSIGNED;3
NODE_CV;Max PWM;1008;SIGNED;1400
NODE_CV;Min PWM;1009;SIGNED;-1400
NODE_CV;Max PWM Offset;919;UNSIGNED;200
NODE_CV;Min PWM Offset;920;UNSIGNED;700
NODE_CV;Minimum Stroke;921;UNSIGNED;5000
NODE_CV;Allowable Position Error;922;UNSIGNED;200
NODE_CV;Position Error Timeout;923;UNSIGNED;500
NODE_CV;Allowable Pressure Error;924;UNSIGNED;1000
NODE_CV;Pressure Error Timeout;925;UNSIGNED;1300
NODE_CV;Training Ramp Timeout;926;UNSIGNED;480
NODE_CV;Airbleed Position Delta;927;UNSIGNED;2000
NODE_CV;Allowable Margin Error;928;UNSIGNED;1000
NODE_CV;Main Debug Switch 1;929;UNSIGNED;1
